feature,mean_importance
ch19-lowgamma-std,0.10681961
ch13-lowgamma-hjact,0.10487034
ch17-sigma-skew,0.10435791
ch2-lowgamma-relpow,0.058948524
ch7-lowgamma-kurt,0.053452194
ch4-lowgamma-de,0.05069829
ch9-lowgamma-peaktopeak,0.049285974
ch5-lowgamma-hjmob,0.045717586
ch6-beta-hjcomp,0.045620658
ch10-beta-psd,0.031721927
ch16-lowgamma-hjmob,0.02888566
ch7-alpha-hjmob,0.026517013
ch14-lowgamma-relpow,0.024493447
ch15-theta-hjcomp,0.023576338
ch9-lowgamma-std,0.021007666
ch9-lowgamma-de,0.019291561
ch10-lowgamma-hjmob,0.016271973
ch19-lowgamma-peaktopeak,0.015978595
ch12-sigma-kurt,0.01588048
ch7-sigma-skew,0.015197741
ch4-alpha-kurt,0.014942961
ch2-lowgamma-hjcomp,0.013962287
ch6-lowgamma-hjcomp,0.013482362
ch3-theta-skew,0.013102538
ch8-delta-relpow,0.012975888
ch6-alpha-kurt,0.01282539
ch6-lowgamma-peaktopeak,0.012636453
ch7-theta-relpow,0.012273682
ch12-theta-skew,0.011668451
ch1-theta-hjcomp,0.011653321
ch6-delta-relpow,0.01090811
ch3-delta-skew,0.010897482
ch9-beta-kurt,0.010501161
ch12-sigma-skew,0.0102992235
ch3-alpha-skew,0.009925271
ch5-beta-skew,0.009705548
ch3-lowgamma-std,0.009674221
ch4-lowgamma-skew,0.009464424
ch3-lowgamma-peaktopeak,0.009218994
ch13-lowgamma-peaktopeak,0.008705392
ch13-lowgamma-skew,0.008595753
ch11-lowgamma-skew,0.008344065
ch4-theta-hjcomp,0.008054642
ch12-alpha-skew,0.007976966
ch5-alpha-kurt,0.007932832
ch14-lowgamma-hjmob,0.00740949
ch7-lowgamma-skew,0.007327191
ch16-beta-kurt,0.0072038756
ch1-beta-relpow,0.0071674935
ch13-alpha-kurt,0.0070640594
ch8-sigma-skew,0.006926081
ch9-lowgamma-hjmob,0.006291267
ch6-lowgamma-hjact,0.0062450673
ch10-beta-skew,0.006134108
ch17-lowgamma-kurt,0.005647807
ch19-alpha-kurt,0.005643001
ch17-sigma-kurt,0.0056361323
ch18-alpha-kurt,0.0056087957
ch13-theta-relpow,0.0055147232
ch15-theta-kurt,0.005292629
ch6-lowgamma-relpow,0.005214231
ch15-lowgamma-relpow,0.0052109794
ch18-lowgamma-de,0.0051596365
ch19-lowgamma-hjcomp,0.0051310672
ch11-lowgamma-peaktopeak,0.0051231296
ch6-lowgamma-kurt,0.005097948
ch8-alpha-peaktopeak,0.0049505252
ch3-sigma-skew,0.004930577
ch18-beta-relpow,0.004838684
ch13-sigma-relpow,0.004832792
ch15-delta-skew,0.0048061055
ch13-lowgamma-de,0.0046181083
ch12-lowgamma-peaktopeak,0.0046100547
ch4-lowgamma-kurt,0.0045422805
ch5-sigma-skew,0.0044371635
ch6-alpha-hjcomp,0.004381464
ch5-theta-relpow,0.0043364447
ch15-lowgamma-kurt,0.0040211366
ch17-lowgamma-hjmob,0.0039538075
ch5-beta-kurt,0.003924119
ch19-theta-skew,0.003923135
ch19-beta-relpow,0.0039221924
ch5-alpha-hjmob,0.0038797096
ch13-delta-relpow,0.0038536354
ch18-theta-kurt,0.0038523518
ch12-theta-hjcomp,0.0036533698
ch19-lowgamma-hjmob,0.0035479334
ch7-beta-relpow,0.0034752674
ch14-theta-skew,0.0034616312
ch4-theta-kurt,0.0033700974
ch4-lowgamma-hjmob,0.0033480779
ch6-lowgamma-de,0.003271858
ch8-alpha-hjcomp,0.0032621073
ch2-lowgamma-skew,0.0032568593
ch8-beta-skew,0.0032245757
ch15-lowgamma-de,0.0032022719
ch13-lowgamma-hjmob,0.0031857255
ch1-lowgamma-hjmob,0.0031770852
ch11-lowgamma-de,0.003082393
ch16-theta-skew,0.0030768216
ch11-beta-skew,0.0030540586
ch10-theta-skew,0.0030256256
ch14-lowgamma-skew,0.0029459358
ch3-beta-skew,0.0028818452
ch19-lowgamma-kurt,0.002855798
ch12-sigma-relpow,0.0028553626
ch12-theta-kurt,0.0028360824
ch4-sigma-kurt,0.0028211714
ch10-beta-peaktopeak,0.002811565
ch19-sigma-skew,0.0028102093
ch15-theta-skew,0.0027947302
ch8-lowgamma-peaktopeak,0.0027633095
ch3-lowgamma-kurt,0.0027242538
ch5-theta-kurt,0.002702669
ch2-sigma-skew,0.0026988827
ch8-theta-kurt,0.002640691
ch12-lowgamma-hjmob,0.002596956
ch3-beta-relpow,0.0025880474
ch16-beta-hjmob,0.002580306
ch19-alpha-skew,0.002516384
ch17-delta-relpow,0.0024576809
ch10-theta-relpow,0.0024528292
ch7-delta-relpow,0.0024392651
ch7-sigma-relpow,0.0024220282
ch14-sigma-skew,0.0023977922
ch7-lowgamma-relpow,0.0023357675
ch9-lowgamma-hjcomp,0.0023199315
ch5-lowgamma-peaktopeak,0.0022952557
ch11-lowgamma-hjcomp,0.0022913932
ch17-alpha-hjmob,0.0022645423
ch5-sigma-kurt,0.0022583553
ch7-theta-hjcomp,0.002239064
ch18-beta-psd,0.0021623746
ch8-alpha-skew,0.002088299
ch11-alpha-skew,0.002084071
ch3-lowgamma-de,0.0020329352
ch1-lowgamma-kurt,0.0019968525
ch4-theta-skew,0.0019822484
ch8-lowgamma-kurt,0.0019549234
ch6-delta-skew,0.0019488116
ch11-delta-relpow,0.0019290837
ch2-beta-hjcomp,0.0019252629
ch18-theta-skew,0.0019197521
ch3-beta-hjmob,0.001907686
ch6-alpha-hjmob,0.0018845183
ch18-lowgamma-kurt,0.0018775278
ch18-beta-hjcomp,0.0018502907
ch13-beta-skew,0.0018483921
ch16-theta-hjcomp,0.0018452076
ch17-lowgamma-hjcomp,0.0018316266
ch18-alpha-hjmob,0.0018278281
ch15-sigma-skew,0.0017920246
ch4-alpha-relpow,0.0017723899
ch16-sigma-kurt,0.0017610383
ch4-lowgamma-hjcomp,0.0017154793
ch8-lowgamma-de,0.0016879626
ch13-beta-hjcomp,0.0016681597
ch17-theta-skew,0.0016649376
ch8-theta-skew,0.0016526208
ch10-sigma-skew,0.0016511853
ch13-alpha-skew,0.0016082425
ch1-theta-kurt,0.0015814756
ch15-alpha-hjmob,0.0015578704
ch11-alpha-relpow,0.001540178
ch6-sigma-skew,0.0015333184
ch10-beta-hjcomp,0.001512183
ch14-lowgamma-peaktopeak,0.0015072032
ch14-alpha-skew,0.0014991056
ch10-theta-kurt,0.0014904501
ch11-theta-skew,0.0014811778
ch18-delta-relpow,0.0014806569
