feature,mean_importance
ch13-lowgamma-std,0.020793330344891673
ch13-lowgamma-hjact,0.02079294020007319
ch13-lowgamma-peaktopeak,0.016972271517480784
ch16-lowgamma-hjact,0.015124190473823169
ch16-lowgamma-std,0.014636213775540814
ch8-lowgamma-hjact,0.0104674381517328
ch13-lowgamma-psd,0.00991111175015284
ch13-lowgamma-de,0.009026235289019146
ch8-lowgamma-std,0.00865156590019526
ch16-lowgamma-peaktopeak,0.008059505904124851
ch19-lowgamma-std,0.007552268494757703
ch19-lowgamma-hjact,0.007473645396121856
ch16-lowgamma-psd,0.00393548413721735
ch17-lowgamma-hjact,0.003894623300833495
ch17-lowgamma-std,0.0037263312198490897
ch16-lowgamma-de,0.0035230632295670094
ch9-lowgamma-hjact,0.0034632222393839963
ch12-lowgamma-std,0.0034098160929104987
ch8-lowgamma-peaktopeak,0.003359474931405903
ch12-lowgamma-hjact,0.00333171964964769
ch8-lowgamma-psd,0.0032998560811566156
ch14-lowgamma-std,0.003294574257781323
ch8-lowgamma-de,0.003182917036848972
ch14-lowgamma-hjact,0.003026128123062818
ch3-lowgamma-de,0.0030016871950345296
ch11-lowgamma-hjact,0.002988599172095003
ch11-lowgamma-std,0.0027463402260279397
ch3-theta-psd,0.0027093790034272078
ch9-lowgamma-std,0.002678189301524229
ch3-delta-psd,0.002611350693109575
ch3-delta-hjact,0.0025444005159071764
ch7-theta-psd,0.0025396461832032703
ch3-theta-hjact,0.002532061810437006
ch3-alpha-psd,0.0025097457425074226
ch19-lowgamma-de,0.002474811975167706
ch3-lowgamma-psd,0.0024717210958517463
ch3-lowgamma-hjact,0.0023996671086285734
ch3-lowgamma-std,0.0023586615110809976
ch2-lowgamma-hjact,0.0023335826948146583
ch19-lowgamma-peaktopeak,0.0022786706715028724
ch12-lowgamma-peaktopeak,0.0022424239185065927
ch3-delta-peaktopeak,0.002239560016980633
ch19-lowgamma-psd,0.0021849242787235867
ch13-beta-std,0.0021716579504295593
ch2-lowgamma-std,0.0021532836002390835
ch3-beta-psd,0.0020080133312347327
ch3-beta-hjact,0.0019911403747260473
ch7-theta-hjact,0.0019848809550015362
ch10-theta-psd,0.0019661916237731754
ch13-beta-hjact,0.0019355999447100002
ch3-alpha-hjact,0.0019050355867049396
ch4-beta-psd,0.0018407557986183899
ch7-lowgamma-hjact,0.0018369467103169935
ch7-lowgamma-std,0.001821390929938156
ch1-lowgamma-hjact,0.0017768583803329796
ch1-lowgamma-std,0.0017199065545154138
ch12-beta-hjact,0.001704407192483549
ch4-beta-hjact,0.0016952543678615014
ch13-beta-psd,0.0016660148484850857
ch11-lowgamma-psd,0.001660057228410331
ch3-beta-peaktopeak,0.001648484973104892
ch3-lowgamma-peaktopeak,0.0016409603927189408
ch17-lowgamma-peaktopeak,0.0016097230278093904
ch4-sigma-psd,0.0015653374061635364
ch5-theta-hjact,0.0015177290354627109
ch17-lowgamma-de,0.0015176266667169427
ch4-theta-psd,0.0015093544674795773
ch3-sigma-psd,0.0014785758212899553
ch12-beta-std,0.0014604442327853333
ch15-lowgamma-std,0.0014586574218835126
ch11-lowgamma-de,0.001434611933274964
ch6-lowgamma-std,0.001427954053775091
ch10-theta-hjact,0.0014254372483784325
ch12-beta-psd,0.0014000628000267227
ch11-theta-psd,0.0013942391892780867
ch9-lowgamma-peaktopeak,0.0013644159975955284
ch17-lowgamma-psd,0.001350031681323989
ch12-beta-peaktopeak,0.00131396618135632
ch2-lowgamma-peaktopeak,0.0013107295278478018
ch12-lowgamma-de,0.001298025801761092
ch1-lowgamma-de,0.0012803752099325666
ch11-lowgamma-peaktopeak,0.0012363804234009441
ch4-beta-peaktopeak,0.0012338059978786796
ch12-theta-hjact,0.0012277036161242548
ch4-alpha-hjact,0.0012239451302043466
ch6-delta-relpow,0.001218645605505513
ch13-beta-peaktopeak,0.0012107592857861335
ch4-alpha-peaktopeak,0.0011990866386251372
ch12-lowgamma-psd,0.0011926014788802499
ch2-delta-psd,0.0011781427023636706
ch5-delta-psd,0.001151043348643962
ch14-lowgamma-psd,0.0011492721057556566
ch10-theta-peaktopeak,0.0011379345447025645
ch9-beta-peaktopeak,0.0011331041666203681
ch6-lowgamma-hjact,0.0011136424227266154
ch15-lowgamma-hjact,0.0011030240652345094
ch11-alpha-psd,0.0010686167236626898
ch14-lowgamma-peaktopeak,0.001065702577977707
ch1-lowgamma-psd,0.0010625844638587289
ch5-theta-psd,0.001054148684663545
ch11-alpha-peaktopeak,0.0010493229995037748
ch8-sigma-psd,0.001042180417542758
ch6-delta-psd,0.0010418626103741735
ch9-lowgamma-psd,0.001041566669196077
ch9-alpha-peaktopeak,0.0010394626789968192
ch11-theta-hjact,0.0010311923967829596
ch14-delta-std,0.0010007291459334356
ch1-theta-psd,0.0009944958984085348
ch17-alpha-hjact,0.0009857287799135423
ch13-sigma-hjact,0.0009761064742529635
ch8-sigma-peaktopeak,0.0009738820315574093
ch4-theta-hjact,0.000972395427887358
ch3-sigma-hjmob,0.0009708826252564912
ch8-delta-peaktopeak,0.0009636270192449977
ch10-delta-hjact,0.0009555472892074714
ch9-lowgamma-de,0.0009552996545022232
ch14-lowgamma-hjmob,0.0009534572562764865
ch6-delta-hjact,0.0009395885032516297
ch1-lowgamma-peaktopeak,0.000935654138181717
ch18-sigma-peaktopeak,0.0009290169096430449
ch9-sigma-peaktopeak,0.0009259137034224235
ch13-sigma-psd,0.0009236680850745576
ch8-delta-hjact,0.0009209864717875214
ch4-alpha-psd,0.0009192148589117762
ch13-delta-peaktopeak,0.000903926342653111
ch8-sigma-relpow,0.000898494403863302
ch4-delta-psd,0.0008931440108320327
ch19-theta-psd,0.0008930830783094858
ch6-lowgamma-psd,0.0008886132284537445
ch8-sigma-hjact,0.0008826131879429326
ch18-alpha-hjmob,0.0008815751809779116
ch5-lowgamma-hjmob,0.0008797327606661281
ch8-alpha-hjact,0.0008603880709977979
ch13-sigma-peaktopeak,0.0008586446350865518
ch18-theta-psd,0.0008514542355944341
ch11-delta-psd,0.0008470193738528779
ch5-delta-hjact,0.0008288267928248295
ch11-delta-hjact,0.0008274238332314947
ch9-sigma-hjact,0.0008246443458132009
ch8-alpha-psd,0.0008186238123619654
ch9-theta-hjact,0.000803993500225798
ch11-alpha-hjact,0.0008003734610195493
ch6-theta-relpow,0.0007917473877052418
ch6-lowgamma-de,0.0007864360838625959
ch17-delta-std,0.0007845279529271609
ch7-lowgamma-psd,0.0007817481697955775
ch6-sigma-hjcomp,0.0007712585119941642
ch6-lowgamma-peaktopeak,0.0007681356712065451
ch15-alpha-relpow,0.0007680828761047871
ch6-theta-hjact,0.0007620300545359708
ch10-delta-peaktopeak,0.0007600154920620589
ch2-delta-relpow,0.000758376843930007
ch11-alpha-relpow,0.0007530907035818934
ch7-lowgamma-de,0.0007495532603128
ch5-lowgamma-hjcomp,0.0007453875678593832
ch18-sigma-relpow,0.0007431819979010372
ch9-theta-peaktopeak,0.0007398655423612572
ch15-theta-psd,0.0007389460020189293
ch14-lowgamma-hjcomp,0.0007323289113382065
ch17-delta-relpow,0.0007305940914792498
ch9-theta-psd,0.0007301706713191353
ch12-delta-peaktopeak,0.0007197504478603386
ch8-delta-psd,0.0007185113474118612
ch17-alpha-peaktopeak,0.000716798562700646
ch14-lowgamma-de,0.0007154647764201286
ch14-alpha-psd,0.000712747581459822
ch13-delta-hjact,0.0007108481563312205
ch12-alpha-psd,0.0007060374263032985
ch15-sigma-psd,0.0007052304519624291
ch7-delta-hjact,0.0007031959316400735
ch15-sigma-peaktopeak,0.0006955204777569561
ch14-delta-peaktopeak,0.0006954370145792542
ch16-beta-hjact,0.0006953144484777652
ch7-sigma-psd,0.0006935891630349405
ch11-delta-peaktopeak,0.0006892849058513005
ch13-delta-psd,0.0006861548545916615
ch16-delta-psd,0.0006856989920820554
ch8-beta-std,0.0006843306862043516
ch9-alpha-psd,0.0006841261708494782
ch3-theta-hjmob,0.0006834492747723129
ch14-alpha-hjact,0.0006756610754886566
ch4-delta-hjact,0.0006722453850006987
ch15-delta-psd,0.0006707761702697494
ch6-theta-psd,0.000663699258974444
ch18-alpha-peaktopeak,0.0006632349841347982
ch15-delta-peaktopeak,0.0006631544251629442
ch1-alpha-hjact,0.0006597701825336083
ch2-lowgamma-de,0.0006540095441535806
ch2-delta-hjact,0.000650533443612238
ch17-alpha-psd,0.0006501694377802811
ch12-sigma-psd,0.000649850711818083
ch5-sigma-relpow,0.0006456731395657419
ch7-theta-hjmob,0.0006418726701016477
ch7-delta-peaktopeak,0.0006412973911120778
ch9-sigma-psd,0.0006402213750634378
ch1-alpha-psd,0.0006400511447341607
ch19-alpha-psd,0.0006370052178772706
ch9-delta-std,0.0006360539143267491
ch10-delta-psd,0.0006256734303757677
ch1-delta-hjact,0.0006210459153066967
ch1-delta-relpow,0.0006209517476134717
ch15-sigma-hjact,0.0006207934697310547
ch12-delta-psd,0.0006165427774645285
ch16-theta-psd,0.0006141030563313943
ch10-beta-hjcomp,0.0006095013102617389
ch7-lowgamma-peaktopeak,0.0006051974733176116
ch11-beta-peaktopeak,0.0006044623106835124
ch19-alpha-peaktopeak,0.0006043128819872318
ch12-alpha-hjact,0.0006037288863875499
ch18-theta-peaktopeak,0.0006028366198661901
ch16-theta-std,0.0006024148126923117
ch9-beta-hjact,0.0006020734066856222
ch2-lowgamma-psd,0.0006017234681292481
ch18-alpha-hjcomp,0.0006008169070619682
ch2-alpha-hjcomp,0.0005952609196386141
ch16-delta-peaktopeak,0.0005936603793183279
ch5-lowgamma-std,0.000590937911998529
ch17-delta-hjact,0.0005888103761237473
ch16-theta-peaktopeak,0.0005873703412401267
ch15-sigma-relpow,0.0005863328871788615
ch18-sigma-hjact,0.0005853226323752521
ch6-theta-hjmob,0.0005830223099455932
ch19-sigma-psd,0.0005822471175492173
ch16-sigma-relpow,0.0005819626403967967
ch16-theta-hjact,0.0005808581394208149
ch7-alpha-hjact,0.0005782711022604531
ch16-beta-peaktopeak,0.0005746123531936419
ch19-alpha-relpow,0.0005741835039503
ch12-delta-hjact,0.0005712990732584342
ch12-alpha-relpow,0.0005654604797420717
ch15-alpha-psd,0.0005621513514107455
ch9-beta-psd,0.0005619767487838943
ch13-theta-hjmob,0.0005588255300721015
ch1-sigma-psd,0.0005587647929958468
ch16-sigma-hjact,0.0005575078790203097
ch9-alpha-hjact,0.0005554698146129611
ch19-beta-hjact,0.000555116764024659
ch1-delta-psd,0.0005519753357884848
ch14-delta-psd,0.0005436163347028582
ch9-delta-peaktopeak,0.0005411310183795295
ch19-delta-psd,0.0005398151588759556
ch14-sigma-psd,0.0005384263206526617
ch4-sigma-hjmob,0.0005328368196957967
ch1-delta-peaktopeak,0.000531142563169662
ch8-theta-psd,0.0005306400660911003
ch17-delta-peaktopeak,0.0005304154285022584
ch18-alpha-psd,0.0005291786921923569
ch15-delta-hjact,0.0005289301987967921
ch11-sigma-psd,0.0005265704081323479
ch14-delta-hjact,0.0005224628289181995
ch18-theta-hjact,0.0005219882551069708
ch19-delta-peaktopeak,0.0005213630965844849
ch8-theta-hjact,0.0005159218032384578
ch7-alpha-psd,0.0005146702873926087
ch15-alpha-peaktopeak,0.0005094458129159885
ch10-lowgamma-hjmob,0.0005090336552185937
ch18-sigma-psd,0.0005013747865365207
ch6-alpha-hjmob,0.0005009512336495961
ch13-theta-hjact,0.0004991924682314445
ch18-lowgamma-de,0.0004979864934931137
ch16-delta-hjact,0.0004979443123465266
ch16-alpha-std,0.0004931109976608004
ch4-lowgamma-hjact,0.00048365140233880266
ch15-beta-peaktopeak,0.00048120978226078357
ch7-beta-psd,0.00047807216293859487
ch15-lowgamma-peaktopeak,0.00047802173860419774
ch14-theta-psd,0.0004763730589828047
ch4-lowgamma-de,0.000472960728782775
ch17-theta-hjact,0.0004720670959117035
ch5-lowgamma-hjact,0.00047158798374496454
ch11-beta-hjact,0.00046879644908313266
ch19-delta-hjact,0.00046627476038690256
ch7-delta-psd,0.000465883386311902
