feature,mean_importance
ch18-lowgamma-hjact,0.007522293019982076
ch11-lowgamma-hjact,0.007413875381197802
ch18-lowgamma-std,0.007242517914610979
ch11-lowgamma-std,0.0063531345863442005
ch11-lowgamma-peaktopeak,0.005979371087720621
ch17-lowgamma-std,0.005870092321808133
ch17-lowgamma-hjact,0.005802423337407311
ch18-lowgamma-peaktopeak,0.005663251013212579
ch19-lowgamma-hjact,0.005505215341793829
ch18-lowgamma-de,0.005348042799928487
ch18-lowgamma-psd,0.005108122219993787
ch19-lowgamma-std,0.005038578767149873
ch4-delta-hjact,0.004857060740790862
ch17-lowgamma-peaktopeak,0.004830416182028069
ch5-delta-hjact,0.004745618776859481
ch10-lowgamma-hjact,0.0047060586373339035
ch10-lowgamma-std,0.0041995892642013605
ch19-lowgamma-peaktopeak,0.004151473268933433
ch7-lowgamma-hjact,0.004053207143152475
ch11-lowgamma-psd,0.00386461378240206
ch7-lowgamma-std,0.0035432682277796263
ch9-delta-peaktopeak,0.003540204371273293
ch6-lowgamma-hjact,0.0034890849558801692
ch17-lowgamma-psd,0.0033184889667278693
ch11-lowgamma-de,0.003299950230972611
ch10-lowgamma-peaktopeak,0.0032986592676722626
ch9-delta-std,0.003263722582351558
ch13-lowgamma-hjact,0.003188720955380731
ch6-lowgamma-std,0.003165964079337799
ch13-lowgamma-peaktopeak,0.003054014753628556
ch17-lowgamma-de,0.0028903237597194815
ch7-lowgamma-psd,0.002824311403427639
ch4-delta-psd,0.002578059003932799
ch13-lowgamma-std,0.002556844955473395
ch6-lowgamma-psd,0.002447101886632818
ch19-lowgamma-de,0.0024158689790652163
ch9-delta-hjact,0.0022949276370828283
ch7-lowgamma-peaktopeak,0.002274150254201351
ch19-lowgamma-psd,0.0022372138597038225
ch7-theta-hjact,0.002217813107233016
ch6-lowgamma-peaktopeak,0.002200548769269899
ch8-sigma-peaktopeak,0.002177582360165102
ch4-alpha-psd,0.0021700294918936395
ch6-delta-hjact,0.0020280511235300645
ch5-delta-psd,0.0019483383413057762
ch5-lowgamma-hjmob,0.0019480615380478461
ch7-sigma-psd,0.0019374867134069281
ch6-lowgamma-de,0.0018865075399432934
ch9-delta-psd,0.001790622119638597
ch7-delta-hjact,0.0017699392811231464
ch13-sigma-hjact,0.0017201820509498034
ch7-lowgamma-de,0.0016981724518849513
ch15-lowgamma-peaktopeak,0.0016896063421212818
ch4-alpha-peaktopeak,0.0016657351088370353
ch8-beta-peaktopeak,0.0016653827386991706
ch10-lowgamma-de,0.0016077921997751997
ch8-delta-peaktopeak,0.0015840337808584563
ch14-sigma-psd,0.0015601200686911425
ch13-sigma-peaktopeak,0.0015592726663366278
ch7-theta-psd,0.001557094375916543
ch8-theta-peaktopeak,0.001485693365882939
ch2-beta-hjact,0.0014757726024933913
ch10-lowgamma-hjmob,0.0014701503925822967
ch8-sigma-hjact,0.0014440182185544031
ch7-alpha-hjact,0.0014389171235095345
ch8-sigma-psd,0.0014245130012630267
ch9-beta-peaktopeak,0.0014078073891435922
ch5-lowgamma-hjcomp,0.0013947890689408999
ch10-lowgamma-psd,0.001387309144480685
ch13-sigma-psd,0.0013869829444720318
ch14-lowgamma-kurt,0.0013862253534494525
ch19-beta-hjact,0.0013853295738310535
ch13-delta-psd,0.001377541563201057
ch5-theta-hjact,0.0013623020595921781
ch11-beta-peaktopeak,0.0013537373720600438
ch2-lowgamma-std,0.0013513984612240956
ch5-theta-psd,0.0013368114621325703
ch8-lowgamma-psd,0.0013303897809435693
ch4-beta-peaktopeak,0.0013227821913194273
ch1-delta-hjact,0.0013068170710082466
ch4-alpha-hjact,0.0013064888489321457
ch7-beta-peaktopeak,0.0012907752297147304
ch13-alpha-hjact,0.001289261328175076
ch13-alpha-peaktopeak,0.001286167881731812
ch17-alpha-psd,0.0012597798700600248
ch8-alpha-hjact,0.001252279219862836
ch7-delta-peaktopeak,0.0012412005274035245
ch8-alpha-psd,0.001230931341583618
ch13-alpha-psd,0.0012198617909204375
ch7-beta-hjact,0.001213605734955052
ch19-beta-psd,0.0012046580625205594
ch17-theta-peaktopeak,0.0012016157602717451
ch8-lowgamma-hjact,0.001168199666892251
ch9-lowgamma-std,0.0011644162883132302
ch8-theta-psd,0.0011584199221732294
ch7-delta-psd,0.0011574973402866935
ch13-delta-hjact,0.0011415583245552748
ch11-beta-hjact,0.0011391648375276271
ch6-alpha-hjmob,0.0011348489800609776
ch2-beta-psd,0.0011302435950847247
ch2-lowgamma-de,0.0011294427294294867
ch15-lowgamma-hjact,0.0011277162840010468
ch17-theta-psd,0.0011180652732944438
ch7-beta-psd,0.0011176229782795585
ch12-sigma-psd,0.0011172722538133383
ch7-sigma-peaktopeak,0.0011102768639815385
ch12-alpha-hjact,0.001105324330744141
ch17-delta-hjact,0.0011008296192877506
ch8-beta-std,0.001100157721321471
ch2-lowgamma-hjact,0.0010989479898629944
ch17-theta-hjact,0.0010988950009078256
ch13-lowgamma-psd,0.0010961299462973425
ch8-delta-psd,0.0010929439660428886
ch8-beta-psd,0.001085486166159889
ch4-sigma-psd,0.0010806402120095446
ch17-delta-psd,0.0010703610518221602
ch12-delta-hjact,0.001058368746969597
ch12-alpha-psd,0.001051136157425011
ch8-theta-hjact,0.0010486519469987143
ch5-alpha-hjact,0.001043942973604304
ch17-delta-std,0.0010378080063402342
ch17-delta-peaktopeak,0.0010261760285020345
ch13-delta-peaktopeak,0.0010181554319700604
ch8-beta-hjact,0.0010160020176128988
ch17-sigma-peaktopeak,0.0010101822281279502
ch8-delta-hjact,0.001007504042326109
ch1-lowgamma-hjact,0.0009978349395512102
ch12-alpha-relpow,0.000985414984662988
ch10-alpha-peaktopeak,0.0009802261149533162
ch17-sigma-psd,0.0009695925900343851
ch9-lowgamma-hjact,0.0009599077099574282
ch17-alpha-peaktopeak,0.0009522080841504185
ch5-alpha-hjmob,0.000948884528048349
ch12-delta-peaktopeak,0.0009466398237741728
ch3-delta-psd,0.0009348594036380856
ch4-theta-hjact,0.0009168439822224481
ch12-beta-psd,0.0009150602415267702
ch12-delta-psd,0.0009094159748737385
ch19-theta-psd,0.0009037623570949479
ch13-theta-psd,0.0008973488350178514
ch14-sigma-relpow,0.0008972071669664152
ch9-theta-psd,0.0008827443074681427
ch1-lowgamma-psd,0.0008822839313560434
ch1-delta-peaktopeak,0.0008789015000736209
ch9-theta-hjact,0.0008752407054514288
ch4-beta-psd,0.00087130408901341
ch4-beta-hjact,0.0008656722055931598
ch16-lowgamma-peaktopeak,0.000857199166455023
ch1-lowgamma-de,0.0008533407816363951
ch8-lowgamma-de,0.0008346842708357014
ch8-lowgamma-peaktopeak,0.0008130857781819908
ch13-lowgamma-de,0.0008100764431973787
ch3-delta-hjact,0.0008089852136939403
ch18-sigma-psd,0.0007932247537557761
ch9-beta-hjact,0.0007925074355682055
ch9-theta-peaktopeak,0.0007891681506920344
ch3-sigma-psd,0.0007857248645148317
ch2-lowgamma-peaktopeak,0.0007848784098931054
ch12-lowgamma-psd,0.0007647247187657828
ch12-beta-peaktopeak,0.000756387021760642
ch1-lowgamma-std,0.0007503469914653774
ch17-sigma-hjact,0.0007502599221775923
ch9-sigma-peaktopeak,0.0007497427317776458
ch4-alpha-hjmob,0.0007448982411823379
ch16-theta-peaktopeak,0.0007444957361045232
ch15-alpha-relpow,0.0007365163463233152
ch3-theta-hjact,0.000730906842724693
ch16-beta-hjact,0.0007300398748119153
ch1-beta-psd,0.0007288291411084065
ch9-lowgamma-peaktopeak,0.0007284859706212495
ch7-alpha-psd,0.0007225317062996314
ch19-alpha-peaktopeak,0.0007159354423999619
ch10-delta-psd,0.00071042631197649
ch13-theta-hjmob,0.0007055655828900492
ch16-delta-psd,0.0007016717029144164
ch19-delta-hjact,0.0006999073590732455
