feature,mean_importance
ch5-lowgamma-hjmob,0.01880591539820642
ch2-lowgamma-peaktopeak,0.009065986406732859
ch10-lowgamma-hjmob,0.008396025195451845
ch8-lowgamma-hjcomp,0.007059405943232785
ch13-lowgamma-skew,0.006288079974398241
ch13-lowgamma-peaktopeak,0.005796013626524793
ch5-lowgamma-hjcomp,0.005789119654234214
ch19-theta-kurt,0.005645807027317199
ch13-theta-relpow,0.005631510469802431
ch13-theta-kurt,0.00454303179839312
ch17-lowgamma-hjmob,0.004422378738950377
ch3-beta-skew,0.004299277337159204
ch18-sigma-relpow,0.003917638274392698
ch9-beta-kurt,0.003686657534962555
ch16-theta-kurt,0.0036009842479146417
ch10-theta-kurt,0.0035793992532646094
ch11-lowgamma-de,0.0035349863954064033
ch11-alpha-skew,0.003520438314036694
ch8-theta-skew,0.003371934349216019
ch13-alpha-relpow,0.00333248179868598
ch10-theta-skew,0.0033275657432295298
ch6-lowgamma-kurt,0.0033057171819201587
ch14-delta-relpow,0.0032112977639690518
ch17-lowgamma-hjcomp,0.003160807440615572
ch10-lowgamma-hjcomp,0.0031582323636345816
ch9-theta-kurt,0.003077988762598882
ch11-lowgamma-psd,0.0030687077965305637
ch2-theta-kurt,0.0030677399079154294
ch8-lowgamma-peaktopeak,0.00305511328359457
ch15-sigma-relpow,0.00294573125982399
ch14-sigma-kurt,0.0027885173144334163
ch8-sigma-relpow,0.002733580736409054
ch5-alpha-kurt,0.0026536101505247674
ch18-theta-relpow,0.0025327255133503184
ch7-beta-hjmob,0.0024724686856967956
ch5-beta-skew,0.0023874007853332633
ch14-lowgamma-kurt,0.002328087351690023
ch10-sigma-skew,0.002254856615928256
ch11-lowgamma-kurt,0.0021254212208256648
ch3-lowgamma-psd,0.002107330094082688
ch12-theta-kurt,0.0021022768412690567
ch7-beta-hjcomp,0.001989836427692437
ch12-sigma-skew,0.0019849503804847406
ch4-beta-psd,0.001976516418666957
ch3-alpha-relpow,0.0019634868895956497
ch1-lowgamma-de,0.0019610662542871886
ch6-theta-kurt,0.0019350129288264683
ch10-beta-hjcomp,0.001922109463027746
